Localização,Inventário,Denominação do Imobilizado,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.01 BRÁS,474815,MESA P/SALA DE AULA C/TAMPO BASCULANTE,CHAMADINHA P/SALA AULA INFANTIL,35.7%,1987-02-28 00:00:00,MANTER: Baixa similaridade (35.7%) com consumível 'CHAMADINHA P/SALA AULA INFANTIL...'. Provavelmente corretamente classificado.
1.01 BRÁS,474824,MESA P/SALA DE AULA C/TAMPO BASCULANTE,CHAMADINHA P/SALA AULA INFANTIL,35.7%,1987-02-28 00:00:00,MANTER: Baixa similaridade (35.7%) com consumível 'CHAMADINHA P/SALA AULA INFANTIL...'. Provavelmente corretamente classificado.
1.01 BRÁS,523015,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,523021,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,523054,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,525013,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,525014,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,525023,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593288,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593799,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,597671,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-03-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602952,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606066,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606067,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606071,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606072,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606078,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606081,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606083,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606085,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606095,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606096,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606097,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606102,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,606106,CARTEIRA P/SALA DE AULA DC-1117,CADEIRA FIXA P/SALA DE AULA - AZUL,41.0%,1994-08-31 00:00:00,AVALIAR: Similaridade moderada (41.0%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,154708,BANCADA DE FERRAMENTEIRO,BANCADA PARA FERRAMENTEIRO DC-1884,69.4%,1966-01-01 00:00:00,RECLASSIFICAR: Alta similaridade (69.4%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Forte indicação de má classificação.
1.01 BRÁS,154709,BANCADA DE FERRAMENTEIRO,BANCADA PARA FERRAMENTEIRO DC-1884,69.4%,1966-01-01 00:00:00,RECLASSIFICAR: Alta similaridade (69.4%) com consumível 'BANCADA PARA FERRAMENTEIRO DC-1884...'. Forte indicação de má classificação.
1.01 BRÁS,238682,ARQUIVO MOD. 4S2639 C COMPRESSOR,COMPRESSOR,32.1%,1971-01-01 00:00:00,MANTER: Baixa similaridade (32.1%) com consumível 'COMPRESSOR...'. Provavelmente corretamente classificado.
1.01 BRÁS,612643,CADEIRA GIRATORIA MIRA,RODÍZIO P/CADEIRA GIRATÓRIA,55.8%,1995-05-31 00:00:00,AVALIAR: Similaridade moderada (55.8%) com consumível 'RODÍZIO P/CADEIRA GIRATÓRIA...'. Possível reclassificação.
1.01 BRÁS,455187,CADEIRA PARA SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,56.2%,1984-11-30 00:00:00,AVALIAR: Similaridade moderada (56.2%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,455197,CADEIRA PARA SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,56.2%,1984-11-30 00:00:00,AVALIAR: Similaridade moderada (56.2%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,455207,CADEIRA PARA SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,56.2%,1984-11-30 00:00:00,AVALIAR: Similaridade moderada (56.2%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,455223,CADEIRA PARA SALA DE AULA DC 1119,CADEIRA FIXA P/SALA DE AULA - AZUL,56.2%,1984-11-30 00:00:00,AVALIAR: Similaridade moderada (56.2%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,480580,CADEIRA P/SALA DE AULA CARVALHO DC-1119,CADEIRA FIXA P/SALA DE AULA - AZUL,51.1%,1987-09-30 00:00:00,AVALIAR: Similaridade moderada (51.1%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,494195,CADEIRA P/SALA DE AULA DC-1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,494197,CADEIRA P/SALA DE AULA DC-1119,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,494232,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1988-09-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,508412,POLTRONA GIR.AURUS STANDARD GIROFLEX,POLIESTIRENO STANDARD - PS,27.7%,1991-12-31 00:00:00,MANTER: Similaridade muito baixa (27.7%). Mantém como patrimônio.
1.01 BRÁS,511081,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511082,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511084,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511087,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511088,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511091,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511092,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511093,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511102,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,511110,ESTANTE BIBLIOTECA DUPLA FACE SECURIT,TERMOCOLANTE DUPLA FACE,39.3%,1989-05-31 00:00:00,MANTER: Baixa similaridade (39.3%) com consumível 'TERMOCOLANTE DUPLA FACE...'. Provavelmente corretamente classificado.
1.01 BRÁS,523012,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,523036,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,523041,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,523056,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,523057,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,524924,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,524931,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,524950,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,524970,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593660,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593747,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602944,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602945,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602946,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602947,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602949,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602950,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602951,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602955,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602956,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602957,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602976,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,642525,ARMARIO PRAT 890X500X1100MM SONIA,ARMÁRIO BAIXO ÁRTICO PRAT 18MM DC-1648,31.9%,1998-06-30 00:00:00,MANTER: Baixa similaridade (31.9%) com consumível 'ARMÁRIO BAIXO ÁRTICO PRAT 18MM DC-1648...'. Provavelmente corretamente classificado.
1.01 BRÁS,642526,ARMARIO PRAT 890X500X1100MM SONIA,ARMÁRIO BAIXO ÁRTICO PRAT 18MM DC-1648,31.9%,1998-06-30 00:00:00,MANTER: Baixa similaridade (31.9%) com consumível 'ARMÁRIO BAIXO ÁRTICO PRAT 18MM DC-1648...'. Provavelmente corretamente classificado.
1.01 BRÁS,480530,CADEIRA P/SALA DE AULA CARVALHO DC-1119,CADEIRA FIXA P/SALA DE AULA - AZUL,51.1%,1987-09-30 00:00:00,AVALIAR: Similaridade moderada (51.1%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,523001,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1990-02-28 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593217,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593270,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593390,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593397,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593453,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593462,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593469,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593471,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593500,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593555,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593568,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593616,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593634,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602823,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,602824,CADEIRA P/ SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1994-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,593395,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1993-12-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,539276,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1991-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,539280,CADEIRA P/SALA DE AULA DC 1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1991-05-31 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,569668,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,569669,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,569721,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
1.01 BRÁS,569738,CADEIRA P/SALA DE AULA DC-1307,CADEIRA FIXA P/SALA DE AULA - AZUL,57.3%,1992-04-30 00:00:00,AVALIAR: Similaridade moderada (57.3%) com consumível 'CADEIRA FIXA P/SALA DE AULA - AZUL...'. Possível reclassificação.
